RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
53328480,20230503,F,30대,충청북도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,5,10,0,80,0,20,0,구기스포츠 직접 하기,국내 프로스포츠 영상 시청,친구-이성친구 만남,없음,없음
53328511,20230503,M,60대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,6,6,20,20,30,10,20,산책-걷기,낚시,걷기-속보-조깅 직접 하기,기타 스포츠 영상-현장 관람,자전거-싸이클-산악자전거 직접 타기
53328579,20230503,M,20대,경기도,700만원 이상,스트레스 해소를 위해,건강 관리를 위해,3,3,20,70,0,10,0,라켓스포츠 직접 하기,게임,친구-이성친구 만남,낮잠자기,어학-기술-자격증 취득
53328604,20230503,M,30대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,5,10,0,0,90,0,가족-친지 만남,드라이브,소풍-피크닉,없음,없음
53328625,20230503,M,30대,강원도,700만원 이상,자기 계발을 위해,건강 관리를 위해,1,2,20,50,25,5,0,해외여행,없음,없음,없음,없음
53328670,20230503,M,40대,경상북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,1,1,80,20,0,0,0,영상 컨텐츠 시청,해외 프로스포츠 영상 시청,맛집-카페 탐방,국내 프로스포츠 영상 시청,구기스포츠 직접 하기
53328690,20230503,M,30대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,없음,0,2,100,0,0,0,0,영상 컨텐츠 시청,없음,없음,없음,없음
53328757,20230503,F,30대,경상남도,300만원 미만,자기 계발을 위해,건강 관리를 위해,7,0,60,0,20,20,0,미술 직접 활동 및 수강하기,낮잠자기,드라이브,수다-잡담하기,기타 자기계발-자기관리
53328841,20230503,M,60대,전라북도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,3,6,40,0,0,60,0,요리-베이킹,인테리어,없음,없음,없음
53329033,20230503,M,50대,경상북도,300이상500만원 미만,자기만족-즐거움을 위해,없음,1,1,50,0,0,50,0,계모임-동창회-사교모임,없음,없음,없음,없음
53329066,20230503,M,40대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,3,12,30,20,10,40,0,친구-이성친구 만남,게임,음주-유흥,국내 여행,영상 컨텐츠 시청
53329069,20230503,F,40대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,2,0,0,80,20,0,기타 취미-오락-휴식,없음,없음,없음,없음
53329070,20230503,F,40대,서울특별시,300만원 미만,스트레스 해소를 위해,없음,1,1,0,0,0,0,100,기타 자기계발-자기관리,없음,없음,없음,없음
53329095,20230503,F,30대,전라북도,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,5,30,10,30,30,0,국내 여행,영화관 관람,드라이브,소풍-피크닉,낮잠자기
53329143,20230503,F,40대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,8,8,40,30,10,20,0,걷기-속보-조깅 직접 하기,낮잠자기,만화책 보기,맛집-카페 탐방,온천-사우나-찜질방
53329146,20230503,M,40대,울산광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,8,30,30,20,20,0,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,쇼핑,격투 스포츠 영상 시청,영상 컨텐츠 시청
53329175,20230503,F,40대,인천광역시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,5,70,20,0,10,0,국내 프로스포츠 현장 관람,국내 프로스포츠 영상 시청,보드게임-퍼즐-바둑-장기-체스 등,게임,영화관 관람
53329364,20230503,F,50대,충청북도,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,2,5,0,30,20,50,0,줄넘기-맨손체조-스트레칭 직접 하기,없음,없음,없음,없음
53329379,20230503,F,60대,대구광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,1,1,20,10,20,30,20,산책-걷기,수다-잡담하기,종교활동,박물관 관람,낮잠자기
53329544,20230503,F,40대,인천광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,없음,3,8,40,10,10,40,0,영화관 관람,요리-베이킹,없음,없음,없음
53329595,20230503,F,50대,대구광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,1,5,30,20,0,50,0,산책-걷기,해외여행,친구-이성친구 만남,없음,없음
53329697,20230503,F,60대,서울특별시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,10,60,0,0,0,40,국내 여행,걷기-속보-조깅 직접 하기,가족-친지 만남,맛집-카페 탐방,드라이브
53329809,20230503,M,60대,광주광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,5,20,30,0,50,0,국내 프로스포츠 현장 관람,산책-걷기,종교활동,국내 프로스포츠 영상 시청,사진 촬영
53329824,20230503,F,60대,제주특별자치도,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,1,20,40,20,20,0,골프 직접 하기,종교활동,계모임-동창회-사교모임,온천-사우나-찜질방,국내 여행
53329903,20230503,M,60대,전라남도,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,3,6,50,30,0,20,0,국내 프로스포츠 영상 시청,영상 컨텐츠 시청,기타 스포츠 영상-현장 관람,박물관 관람,음주-유흥
53329914,20230503,F,40대,충청북도,300만원 미만,자기 계발을 위해,건강 관리를 위해,1,1,90,5,0,5,0,기타 자기계발-자기관리,없음,없음,없음,없음
53329931,20230503,F,20대,광주광역시,700만원 이상,자기만족-즐거움을 위해,남는 시간을 보내기 위해,2,8,40,20,0,40,0,걷기-속보-조깅 직접 하기,국내 프로스포츠 영상 시청,소풍-피크닉,맛집-카페 탐방,SNS -인터넷 커뮤니티 활동
53330016,20230503,F,20대,부산광역시,무응답,자기 계발을 위해,자기만족-즐거움을 위해,1,3,10,0,90,0,0,어학-기술-자격증 취득,없음,없음,없음,없음
53330035,20230503,F,20대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,3,5,0,30,50,20,0,어학-기술-자격증 취득,없음,없음,없음,없음
53330141,20230503,M,60대,부산광역시,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,2,2,50,30,0,20,0,국내 프로스포츠 영상 시청,골프 직접 하기,라켓스포츠 직접 하기,영상 컨텐츠 시청,골프 영상 시청
53330261,20230503,M,50대,경상남도,300이상500만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해,3,5,30,50,0,20,0,골프 직접 하기,없음,없음,없음,없음
53330394,20230503,F,40대,강원도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,3,3,50,0,20,30,0,쇼핑,산책-걷기,영화관 관람,없음,없음
53330577,20230503,F,30대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,12,35,25,10,30,0,수영 직접 하기,친구-이성친구 만남,맛집-카페 탐방,국내 여행,등산 직접 하기
53330635,20230503,F,60대,인천광역시,300이상500만원 미만,대인 관계-교제를 위해,건강 관리를 위해,2,5,20,20,20,40,0,산책-걷기,맛집-카페 탐방,등산 직접 하기,골프 현장 관람,가족-친지 만남
53330740,20230503,M,50대,경기도,300이상500만원 미만,남는 시간을 보내기 위해,대인 관계-교제를 위해,2,4,30,20,0,50,0,골프 직접 하기,맛집-카페 탐방,산책-걷기,국내 여행,음주-유흥
53330787,20230503,M,60대,경기도,300만원 미만,자기만족-즐거움을 위해,없음,3,8,50,0,0,50,0,국내 여행,걷기-속보-조깅 직접 하기,쇼핑,해외여행,없음
53330915,20230503,M,40대,전라북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,1,5,80,0,0,20,0,가족-친지 만남,친구-이성친구 만남,게임,국내 여행,영상 컨텐츠 시청
53330960,20230503,F,30대,경기도,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,2,8,10,20,20,50,0,가족-친지 만남,독서,음악 공연 관람,캠핑-차박,없음
53331048,20230503,F,40대,대구광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,4,40,10,20,30,0,산책-걷기,드라이브,영상 컨텐츠 시청,맛집-카페 탐방,친구-이성친구 만남
53331123,20230503,M,20대,경상북도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,8,20,30,40,10,0,구기스포츠 직접 하기,게임,없음,없음,없음
53331213,20230503,M,60대,경기도,700만원 이상,건강 관리를 위해,남는 시간을 보내기 위해,9,12,40,30,10,20,0,걷기-속보-조깅 직접 하기,쇼핑,계모임-동창회-사교모임,국내 프로스포츠 영상 시청,캠핑-차박
53331294,20230503,M,50대,인천광역시,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해,3,8,30,30,10,30,0,국내 프로스포츠 현장 관람,국내 프로스포츠 영상 시청,맛집-카페 탐방,갬블,해외 프로스포츠 영상 시청
53331364,20230503,M,20대,서울특별시,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,6,12,50,20,20,10,0,게임,영상 컨텐츠 시청,만화책 보기,없음,없음
53331488,20230503,F,50대,강원도,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해,8,3,0,0,0,80,20,자전거-싸이클-산악자전거 직접 타기,기타 사회교류,맛집-카페 탐방,생활공예-원예,기타 자기계발-자기관리
53331528,20230503,M,20대,경기도,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해,10,10,60,15,5,20,0,게임,해외 프로스포츠 영상 시청,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,구기스포츠 직접 하기
53331545,20230503,F,20대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,3,10,30,20,0,50,0,SNS -인터넷 커뮤니티 활동,없음,없음,없음,없음
53331644,20230503,M,50대,부산광역시,300만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해,5,5,40,5,5,50,0,영상 컨텐츠 시청,없음,없음,없음,없음
53331795,20230503,M,20대,전라북도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,1,2,0,50,0,50,0,친구-이성친구 만남,수다-잡담하기,SNS -인터넷 커뮤니티 활동,보드게임-퍼즐-바둑-장기-체스 등,음악-라디오 감상
53331818,20230503,M,40대,서울특별시,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,6,1,20,70,0,10,0,국내 여행,없음,없음,없음,없음
53331871,20230503,F,60대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해,3,5,0,0,50,50,0,종교활동,독서,생활공예-원예,어학-기술-자격증 취득,사진 촬영
53331936,20230503,M,30대,부산광역시,700만원 이상,남는 시간을 보내기 위해,마음의 안정-휴식을 위해,0,2,100,0,0,0,0,게임,테마파크-시설 방문,국내 여행,없음,없음
53332002,20230503,M,20대,경기도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,2,4,90,10,0,0,0,음악-라디오 감상,낮잠자기,게임,만화책 보기,영상 컨텐츠 시청
53332012,20230503,F,50대,충청북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,2,30,0,30,40,0,종교활동,국내 여행,게임,온천-사우나-찜질방,맛집-카페 탐방
53332028,20230503,F,30대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해,2,2,50,0,50,0,0,가족-친지 만남,수다-잡담하기,독서,소풍-피크닉,SNS -인터넷 커뮤니티 활동
53332058,20230503,M,30대,충청남도,300만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해,5,5,50,0,40,10,0,영화관 관람,반려동물 돌보기,없음,없음,없음
53332231,20230503,M,60대,대전광역시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,4,10,30,20,10,40,0,산책-걷기,수다-잡담하기,가족-친지 만남,친구-이성친구 만남,해외 프로스포츠 영상 시청
53332346,20230503,M,50대,강원도,무응답,스트레스 해소를 위해,건강 관리를 위해,3,8,60,20,10,10,0,사회봉사활동,없음,없음,없음,없음
53332444,20230503,M,60대,충청북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,3,4,20,25,15,40,0,걷기-속보-조깅 직접 하기,드라이브,등산 직접 하기,쇼핑,친구-이성친구 만남
53332466,20230503,F,20대,충청남도,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,1,4,20,40,10,30,0,헬스-보디빌딩 직접 하기,드라이브,없음,없음,없음
53332650,20230503,F,50대,전라남도,300이상500만원 미만,건강 관리를 위해,자기 계발을 위해,3,5,20,30,10,20,20,기타 자기계발-자기관리,없음,없음,없음,없음
53332722,20230503,F,60대,충청북도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,3,80,20,0,0,0,수영 직접 하기,없음,없음,없음,없음
53332735,20230503,M,60대,충청북도,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,5,8,10,10,10,50,20,걷기-속보-조깅 직접 하기,산책-걷기,드라이브,해외여행,친구-이성친구 만남
53332782,20230503,F,60대,충청남도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해,4,6,20,40,15,15,10,걷기-속보-조깅 직접 하기,요가-필라테스 직접 하기,사회봉사활동,등산 직접 하기,보드게임-퍼즐-바둑-장기-체스 등
53332869,20230503,F,60대,경기도,500이상700만원 미만,건강 관리를 위해,남는 시간을 보내기 위해,2,8,100,0,0,0,0,산책-걷기,등산 직접 하기,영상 컨텐츠 시청,쇼핑,맛집-카페 탐방
53332966,20230503,M,50대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,없음,3,5,30,20,30,20,0,독서,산책-걷기,미술관-전시관 관람,국내 여행,없음
53333045,20230503,F,30대,전라북도,500이상700만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,3,5,60,0,0,40,0,친구-이성친구 만남,가족-친지 만남,쇼핑,낮잠자기,종교활동
53333246,20230503,M,30대,부산광역시,700만원 이상,스트레스 해소를 위해,남는 시간을 보내기 위해,3,3,70,10,0,20,0,게임,만화책 보기,산책-걷기,e스포츠 영상 시청,영상 컨텐츠 시청
53333352,20230503,F,30대,경기도,무응답,건강 관리를 위해,남는 시간을 보내기 위해,7,9,70,0,10,20,0,줄넘기-맨손체조-스트레칭 직접 하기,없음,없음,없음,없음
53333406,20230503,M,30대,대구광역시,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해,4,4,70,0,0,30,0,국내 여행,없음,없음,없음,없음
53333412,20230503,F,40대,대전광역시,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,2,5,20,0,20,60,0,드라이브,축제 참가,소풍-피크닉,인테리어,등산 직접 하기
53333594,20230503,M,50대,인천광역시,700만원 이상,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,2,10,20,30,0,50,0,등산 직접 하기,가족-친지 만남,골프 직접 하기,국내 여행,맛집-카페 탐방
53333626,20230503,M,50대,충청남도,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,4,12,20,10,10,60,0,가족-친지 만남,쇼핑,게임,음악-라디오 감상,해외 프로스포츠 영상 시청
53333649,20230503,M,30대,부산광역시,300만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해,3,3,30,10,10,50,0,낮잠자기,친구-이성친구 만남,산책-걷기,수다-잡담하기,없음
